Data Set (Source)	Data Set (Sink)	Linker	Distance Method	Distance Threshold	Time taken	Memory used	Setup comparisons	Total comparisons	Number of links	Number of matches	True Positives	False Positives	False Negatives	Min links quality	Max links quality	Average links quality	Min pairs quality	Max pairs quality	Average pairs quality	Min pairs completeness	Max pairs completeness	Average pairs completeness	Precision	Recall	F1 Measure	Shingle size	Number of bands	Band size	Blocking Method	Branching factor
Cora	Cora	Brute Force	Generic-Sigma-Levenshtein	109.00	107422	490455336	0	1677025	57596	18479	14436	43160	4043	0.00	0.29	0.07	0.00	0.05	0.02	0.33	0.33	0.33	0.25	0.78	0.38	NA	NA	NA	NA	NA
Cora	Cora	Brute Force	Generic-Sigma-Levenshtein	110.00	109781	493036096	0	1677025	59944	18479	14490	45454	3989	0.00	0.30	0.07	0.00	0.05	0.02	0.33	0.33	0.33	0.24	0.78	0.37	NA	NA	NA	NA	NA
Cora	Cora	Brute Force	Generic-Sigma-Levenshtein	111.00	107797	493162416	0	1677025	62436	18479	14546	47890	3933	0.00	0.30	0.07	0.00	0.05	0.02	0.33	0.33	0.33	0.23	0.79	0.36	NA	NA	NA	NA	NA
Cora	Cora	Brute Force	Generic-Sigma-Levenshtein	112.00	107155	493590408	0	1677025	65166	18479	14624	50542	3855	0.00	0.31	0.08	0.00	0.05	0.02	0.33	0.33	0.33	0.22	0.79	0.35	NA	NA	NA	NA	NA
Cora	Cora	Brute Force	Generic-Sigma-Levenshtein	113.00	112797	495977104	0	1677025	67907	18479	14707	53200	3772	0.00	0.31	0.08	0.00	0.05	0.02	0.33	0.33	0.33	0.22	0.80	0.34	NA	NA	NA	NA	NA
Cora	Cora	Brute Force	Generic-Sigma-Levenshtein	114.00	103125	534193688	0	1677025	70847	18479	14772	56075	3707	0.00	0.32	0.08	0.00	0.05	0.02	0.33	0.33	0.33	0.21	0.80	0.33	NA	NA	NA	NA	NA
Cora	Cora	Brute Force	Generic-Sigma-Levenshtein	115.00	106162	532891520	0	1677025	73667	18479	14824	58843	3655	0.00	0.33	0.09	0.00	0.05	0.02	0.33	0.33	0.33	0.20	0.80	0.32	NA	NA	NA	NA	NA
Cora	Cora	Brute Force	Generic-Sigma-Levenshtein	116.00	107016	517055816	0	1677025	76591	18479	14893	61698	3586	0.00	0.34	0.09	0.00	0.05	0.02	0.33	0.33	0.33	0.19	0.81	0.31	NA	NA	NA	NA	NA
Cora	Cora	Brute Force	Generic-Sigma-Levenshtein	117.00	102377	537500080	0	1677025	79702	18479	14944	64758	3535	0.00	0.34	0.09	0.00	0.05	0.02	0.33	0.33	0.33	0.19	0.81	0.30	NA	NA	NA	NA	NA
Cora	Cora	Brute Force	Generic-Sigma-Levenshtein	118.00	107823	538679608	0	1677025	82823	18479	15000	67823	3479	0.00	0.35	0.10	0.00	0.05	0.02	0.33	0.33	0.33	0.18	0.81	0.30	NA	NA	NA	NA	NA
Cora	Cora	Brute Force	Generic-Sigma-Levenshtein	119.00	109501	541283392	0	1677025	85917	18479	15054	70863	3425	0.00	0.35	0.10	0.00	0.05	0.02	0.33	0.33	0.33	0.18	0.81	0.29	NA	NA	NA	NA	NA
Cora	Cora	Brute Force	Generic-Sigma-Levenshtein	120.00	109645	505358632	0	1677025	89238	18479	15099	74139	3380	0.00	0.36	0.11	0.00	0.05	0.02	0.33	0.33	0.33	0.17	0.82	0.28	NA	NA	NA	NA	NA
Cora	Cora	Brute Force	Generic-Sigma-Levenshtein	121.00	105218	526494008	0	1677025	92836	18479	15148	77688	3331	0.00	0.37	0.11	0.00	0.05	0.02	0.33	0.33	0.33	0.16	0.82	0.27	NA	NA	NA	NA	NA
Cora	Cora	Brute Force	Generic-Sigma-Levenshtein	122.00	106732	543076416	0	1677025	96478	18479	15208	81270	3271	0.00	0.37	0.11	0.00	0.05	0.02	0.33	0.33	0.33	0.16	0.82	0.26	NA	NA	NA	NA	NA
Cora	Cora	Brute Force	Generic-Sigma-Levenshtein	123.00	108310	545328560	0	1677025	100442	18479	15262	85180	3217	0.00	0.39	0.12	0.00	0.05	0.02	0.33	0.33	0.33	0.15	0.83	0.26	NA	NA	NA	NA	NA
Cora	Cora	Brute Force	Generic-Sigma-Levenshtein	124.00	109800	546769816	0	1677025	104258	18479	15334	88924	3145	0.00	0.39	0.12	0.00	0.05	0.02	0.33	0.33	0.33	0.15	0.83	0.25	NA	NA	NA	NA	NA
Cora	Cora	Brute Force	Generic-Sigma-Levenshtein	125.00	106094	548731592	0	1677025	108498	18479	15395	93103	3084	0.00	0.40	0.13	0.00	0.05	0.02	0.33	0.33	0.33	0.14	0.83	0.24	NA	NA	NA	NA	NA
Cora	Cora	Brute Force	Generic-Sigma-Levenshtein	126.00	107039	551925736	0	1677025	112719	18479	15464	97255	3015	0.00	0.41	0.13	0.00	0.05	0.02	0.33	0.33	0.33	0.14	0.84	0.24	NA	NA	NA	NA	NA
Cora	Cora	Brute Force	Generic-Sigma-Levenshtein	127.00	107593	554715368	0	1677025	117010	18479	15509	101501	2970	0.00	0.42	0.14	0.00	0.05	0.02	0.33	0.33	0.33	0.13	0.84	0.23	NA	NA	NA	NA	NA
Cora	Cora	Brute Force	Generic-Sigma-Levenshtein	128.00	108774	592884144	0	1677025	121235	18479	15552	105683	2927	0.00	0.43	0.14	0.00	0.05	0.02	0.33	0.33	0.33	0.13	0.84	0.22	NA	NA	NA	NA	NA
Cora	Cora	Brute Force	Generic-Sigma-Levenshtein	129.00	102355	593833872	0	1677025	125830	18479	15604	110226	2875	0.00	0.44	0.15	0.00	0.05	0.02	0.33	0.33	0.33	0.12	0.84	0.22	NA	NA	NA	NA	NA
Cora	Cora	Brute Force	Generic-Sigma-Levenshtein	130.00	105133	594785448	0	1677025	130519	18479	15656	114863	2823	0.00	0.46	0.15	0.00	0.05	0.02	0.33	0.33	0.33	0.12	0.85	0.21	NA	NA	NA	NA	NA
Cora	Cora	Brute Force	Generic-Sigma-Levenshtein	131.00	112443	599087288	0	1677025	135333	18479	15708	119625	2771	0.00	0.47	0.16	0.00	0.05	0.02	0.33	0.33	0.33	0.12	0.85	0.20	NA	NA	NA	NA	NA
Cora	Cora	Brute Force	Generic-Sigma-Levenshtein	132.00	108127	583238272	0	1677025	140311	18479	15762	124549	2717	0.00	0.48	0.17	0.00	0.05	0.02	0.33	0.33	0.33	0.11	0.85	0.20	NA	NA	NA	NA	NA
Cora	Cora	Brute Force	Generic-Sigma-Levenshtein	133.00	111919	638829256	0	1677025	145587	18479	15788	129799	2691	0.00	0.49	0.17	0.00	0.05	0.02	0.33	0.33	0.33	0.11	0.85	0.19	NA	NA	NA	NA	NA
Cora	Cora	Brute Force	Generic-Sigma-Levenshtein	134.00	109399	604983232	0	1677025	150827	18479	15840	134987	2639	0.00	0.51	0.18	0.00	0.05	0.02	0.33	0.33	0.33	0.11	0.86	0.19	NA	NA	NA	NA	NA
Cora	Cora	Brute Force	Generic-Sigma-Levenshtein	135.00	113704	643358176	0	1677025	156093	18479	15900	140193	2579	0.00	0.52	0.19	0.00	0.05	0.02	0.33	0.33	0.33	0.10	0.86	0.18	NA	NA	NA	NA	NA
Cora	Cora	Brute Force	Generic-Sigma-Levenshtein	136.00	106654	645557880	0	1677025	161779	18479	15944	145835	2535	0.00	0.53	0.19	0.00	0.05	0.02	0.33	0.33	0.33	0.10	0.86	0.18	NA	NA	NA	NA	NA
Cora	Cora	Brute Force	Generic-Sigma-Levenshtein	137.00	103463	649872160	0	1677025	167184	18479	15993	151191	2486	0.00	0.53	0.20	0.00	0.05	0.02	0.33	0.33	0.33	0.10	0.87	0.17	NA	NA	NA	NA	NA
Cora	Cora	Brute Force	Generic-Sigma-Levenshtein	138.00	105138	652004688	0	1677025	172758	18479	16055	156703	2424	0.00	0.54	0.21	0.00	0.05	0.02	0.33	0.33	0.33	0.09	0.87	0.17	NA	NA	NA	NA	NA
Cora	Cora	Brute Force	Generic-Sigma-Levenshtein	139.00	109361	652529584	0	1677025	178290	18479	16118	162172	2361	0.00	0.54	0.21	0.00	0.05	0.02	0.33	0.33	0.33	0.09	0.87	0.16	NA	NA	NA	NA	NA
Cora	Cora	Brute Force	Generic-Sigma-Levenshtein	140.00	107577	653939544	0	1677025	184137	18479	16146	167991	2333	0.00	0.55	0.22	0.00	0.05	0.02	0.33	0.33	0.33	0.09	0.87	0.16	NA	NA	NA	NA	NA
Cora	Cora	Brute Force	Generic-Sigma-Levenshtein	141.00	104043	694720400	0	1677025	189944	18479	16189	173755	2290	0.00	0.56	0.23	0.00	0.05	0.02	0.33	0.33	0.33	0.09	0.88	0.16	NA	NA	NA	NA	NA
Cora	Cora	Brute Force	Generic-Sigma-Levenshtein	142.00	106750	678736648	0	1677025	195779	18479	16211	179568	2268	0.00	0.57	0.23	0.00	0.05	0.02	0.33	0.33	0.33	0.08	0.88	0.15	NA	NA	NA	NA	NA
Cora	Cora	Brute Force	Generic-Sigma-Levenshtein	143.00	109305	701856736	0	1677025	201922	18479	16261	185661	2218	0.00	0.58	0.24	0.00	0.05	0.02	0.33	0.33	0.33	0.08	0.88	0.15	NA	NA	NA	NA	NA
Cora	Cora	Brute Force	Generic-Sigma-Levenshtein	144.00	111567	704698168	0	1677025	208050	18479	16304	191746	2175	0.00	0.59	0.25	0.00	0.05	0.02	0.33	0.33	0.33	0.08	0.88	0.14	NA	NA	NA	NA	NA
Cora	Cora	Brute Force	Generic-Sigma-Levenshtein	145.00	109837	708356520	0	1677025	214449	18479	16348	198101	2131	0.00	0.61	0.25	0.00	0.05	0.02	0.33	0.33	0.33	0.08	0.88	0.14	NA	NA	NA	NA	NA
Cora	Cora	Brute Force	Generic-Sigma-Levenshtein	146.00	109933	710841168	0	1677025	220653	18479	16391	204262	2088	0.00	0.62	0.26	0.00	0.05	0.02	0.33	0.33	0.33	0.07	0.89	0.14	NA	NA	NA	NA	NA
Cora	Cora	Brute Force	Generic-Sigma-Levenshtein	147.00	109486	713358928	0	1677025	227024	18479	16432	210592	2047	0.00	0.63	0.27	0.00	0.05	0.02	0.33	0.33	0.33	0.07	0.89	0.13	NA	NA	NA	NA	NA
Cora	Cora	Brute Force	Generic-Sigma-Levenshtein	148.00	108363	750267960	0	1677025	233337	18479	16483	216854	1996	0.00	0.65	0.28	0.00	0.05	0.02	0.33	0.33	0.33	0.07	0.89	0.13	NA	NA	NA	NA	NA
Cora	Cora	Brute Force	Generic-Sigma-Levenshtein	149.00	109629	718213384	0	1677025	239458	18479	16520	222938	1959	0.00	0.65	0.28	0.00	0.05	0.02	0.33	0.33	0.33	0.07	0.89	0.13	NA	NA	NA	NA	NA
Cora	Cora	Brute Force	Generic-Sigma-Levenshtein	150.00	106018	758505456	0	1677025	246091	18479	16547	229544	1932	0.00	0.67	0.29	0.00	0.05	0.02	0.33	0.33	0.33	0.07	0.90	0.13	NA	NA	NA	NA	NA
Cora	Cora	Brute Force	Generic-Sigma-Levenshtein	151.00	109465	760120488	0	1677025	252459	18479	16581	235878	1898	0.00	0.69	0.30	0.00	0.05	0.02	0.33	0.33	0.33	0.07	0.90	0.12	NA	NA	NA	NA	NA
Cora	Cora	Brute Force	Generic-Sigma-Levenshtein	152.00	102838	762841848	0	1677025	259221	18479	16603	242618	1876	0.00	0.69	0.31	0.00	0.05	0.02	0.33	0.33	0.33	0.06	0.90	0.12	NA	NA	NA	NA	NA
Cora	Cora	Brute Force	Generic-Sigma-Levenshtein	153.00	107578	767628496	0	1677025	266050	18479	16627	249423	1852	0.00	0.70	0.32	0.00	0.05	0.02	0.33	0.33	0.33	0.06	0.90	0.12	NA	NA	NA	NA	NA
Cora	Cora	Brute Force	Generic-Sigma-Levenshtein	154.00	109418	804001048	0	1677025	272898	18479	16645	256253	1834	0.00	0.70	0.32	0.00	0.05	0.02	0.33	0.33	0.33	0.06	0.90	0.11	NA	NA	NA	NA	NA
Cora	Cora	Brute Force	Generic-Sigma-Levenshtein	155.00	110027	809768384	0	1677025	280105	18479	16685	263420	1794	0.00	0.71	0.33	0.00	0.05	0.02	0.33	0.33	0.33	0.06	0.90	0.11	NA	NA	NA	NA	NA
Cora	Cora	Brute Force	Generic-Sigma-Levenshtein	156.00	112466	813599328	0	1677025	287240	18479	16715	270525	1764	0.00	0.73	0.34	0.00	0.05	0.02	0.33	0.33	0.33	0.06	0.90	0.11	NA	NA	NA	NA	NA
Cora	Cora	Brute Force	Generic-Sigma-Levenshtein	157.00	106356	817471304	0	1677025	293995	18479	16727	277268	1752	0.00	0.74	0.35	0.00	0.05	0.02	0.33	0.33	0.33	0.06	0.91	0.11	NA	NA	NA	NA	NA
Cora	Cora	Brute Force	Generic-Sigma-Levenshtein	158.00	108108	820400760	0	1677025	301329	18479	16752	284577	1727	0.00	0.75	0.36	0.00	0.05	0.02	0.33	0.33	0.33	0.06	0.91	0.10	NA	NA	NA	NA	NA
Cora	Cora	Brute Force	Generic-Sigma-Levenshtein	159.00	111806	821008272	0	1677025	308253	18479	16766	291487	1713	0.00	0.76	0.37	0.00	0.05	0.02	0.33	0.33	0.33	0.05	0.91	0.10	NA	NA	NA	NA	NA
Cora	Cora	Brute Force	Generic-Sigma-Levenshtein	160.00	108389	824744496	0	1677025	315212	18479	16780	298432	1699	0.00	0.77	0.38	0.00	0.05	0.02	0.33	0.33	0.33	0.05	0.91	0.10	NA	NA	NA	NA	NA
Cora	Cora	Brute Force	Generic-Sigma-Levenshtein	161.00	111608	828632168	0	1677025	322372	18479	16818	305554	1661	0.00	0.77	0.38	0.00	0.05	0.02	0.33	0.33	0.33	0.05	0.91	0.10	NA	NA	NA	NA	NA
Cora	Cora	Brute Force	Generic-Sigma-Levenshtein	162.00	109660	865920096	0	1677025	329686	18479	16851	312835	1628	0.00	0.78	0.39	0.00	0.05	0.02	0.33	0.33	0.33	0.05	0.91	0.10	NA	NA	NA	NA	NA
Cora	Cora	Brute Force	Generic-Sigma-Levenshtein	163.00	106707	870660200	0	1677025	336924	18479	16869	320055	1610	0.00	0.78	0.40	0.00	0.05	0.02	0.33	0.33	0.33	0.05	0.91	0.09	NA	NA	NA	NA	NA
Cora	Cora	Brute Force	Generic-Sigma-Levenshtein	164.00	111889	876381688	0	1677025	344294	18479	16892	327402	1587	0.00	0.79	0.41	0.00	0.05	0.02	0.33	0.33	0.33	0.05	0.91	0.09	NA	NA	NA	NA	NA
Cora	Cora	Brute Force	Generic-Sigma-Levenshtein	165.00	111955	877153736	0	1677025	351692	18479	16909	334783	1570	0.00	0.79	0.42	0.00	0.05	0.02	0.33	0.33	0.33	0.05	0.92	0.09	NA	NA	NA	NA	NA
Cora	Cora	Brute Force	Generic-Sigma-Levenshtein	166.00	109275	884015432	0	1677025	359050	18479	16924	342126	1555	0.00	0.80	0.43	0.00	0.05	0.02	0.33	0.33	0.33	0.05	0.92	0.09	NA	NA	NA	NA	NA
Cora	Cora	Brute Force	Generic-Sigma-Levenshtein	167.00	107633	921721992	0	1677025	366577	18479	16946	349631	1533	0.00	0.81	0.44	0.00	0.05	0.02	0.33	0.33	0.33	0.05	0.92	0.09	NA	NA	NA	NA	NA
Cora	Cora	Brute Force	Generic-Sigma-Levenshtein	168.00	108879	929248752	0	1677025	373818	18479	16972	356846	1507	0.00	0.82	0.45	0.00	0.05	0.02	0.33	0.33	0.33	0.05	0.92	0.09	NA	NA	NA	NA	NA
Cora	Cora	Brute Force	Generic-Sigma-Levenshtein	169.00	109545	963368472	0	1677025	381531	18479	16984	364547	1495	0.00	0.82	0.45	0.00	0.05	0.02	0.33	0.33	0.33	0.04	0.92	0.08	NA	NA	NA	NA	NA
Cora	Cora	Brute Force	Generic-Sigma-Levenshtein	170.00	111969	935298512	0	1677025	389077	18479	16999	372078	1480	0.00	0.82	0.46	0.00	0.05	0.02	0.33	0.33	0.33	0.04	0.92	0.08	NA	NA	NA	NA	NA
Cora	Cora	Brute Force	Generic-Sigma-Levenshtein	171.00	108502	971486144	0	1677025	396791	18479	17028	379763	1451	0.00	0.83	0.47	0.00	0.05	0.02	0.33	0.33	0.33	0.04	0.92	0.08	NA	NA	NA	NA	NA
Cora	Cora	Brute Force	Generic-Sigma-Levenshtein	172.00	103667	976290360	0	1677025	404295	18479	17055	387240	1424	0.00	0.84	0.48	0.00	0.05	0.02	0.33	0.33	0.33	0.04	0.92	0.08	NA	NA	NA	NA	NA
Cora	Cora	Brute Force	Generic-Sigma-Levenshtein	173.00	110841	980385264	0	1677025	411843	18479	17075	394768	1404	0.00	0.84	0.49	0.00	0.05	0.02	0.33	0.33	0.33	0.04	0.92	0.08	NA	NA	NA	NA	NA
Cora	Cora	Brute Force	Generic-Sigma-Levenshtein	174.00	106018	982803872	0	1677025	419504	18479	17096	402408	1383	0.00	0.85	0.50	0.00	0.05	0.02	0.33	0.33	0.33	0.04	0.93	0.08	NA	NA	NA	NA	NA
Cora	Cora	Brute Force	Generic-Sigma-Levenshtein	175.00	110950	991073872	0	1677025	427031	18479	17114	409917	1365	0.00	0.85	0.51	0.00	0.05	0.02	0.33	0.33	0.33	0.04	0.93	0.08	NA	NA	NA	NA	NA
Cora	Cora	Brute Force	Generic-Sigma-Levenshtein	176.00	106110	989808192	0	1677025	434316	18479	17127	417189	1352	0.00	0.85	0.52	0.00	0.05	0.02	0.33	0.33	0.33	0.04	0.93	0.08	NA	NA	NA	NA	NA
Cora	Cora	Brute Force	Generic-Sigma-Levenshtein	177.00	108551	995256008	0	1677025	441804	18479	17144	424660	1335	0.00	0.86	0.53	0.00	0.05	0.02	0.33	0.33	0.33	0.04	0.93	0.07	NA	NA	NA	NA	NA
Cora	Cora	Brute Force	Generic-Sigma-Levenshtein	178.00	105543	1035533680	0	1677025	449403	18479	17156	432247	1323	0.00	0.86	0.54	0.00	0.05	0.02	0.33	0.33	0.33	0.04	0.93	0.07	NA	NA	NA	NA	NA
Cora	Cora	Brute Force	Generic-Sigma-Levenshtein	179.00	112909	1035562224	0	1677025	456763	18479	17170	439593	1309	0.00	0.86	0.54	0.00	0.05	0.02	0.33	0.33	0.33	0.04	0.93	0.07	NA	NA	NA	NA	NA
Cora	Cora	Brute Force	Generic-Sigma-Levenshtein	180.00	110194	1042477080	0	1677025	464451	18479	17203	447248	1276	0.00	0.87	0.55	0.00	0.05	0.02	0.33	0.33	0.33	0.04	0.93	0.07	NA	NA	NA	NA	NA
Cora	Cora	Brute Force	Generic-Sigma-Levenshtein	181.00	108030	1045372320	0	1677025	472052	18479	17218	454834	1261	0.00	0.87	0.56	0.00	0.05	0.02	0.33	0.33	0.33	0.04	0.93	0.07	NA	NA	NA	NA	NA
Cora	Cora	Brute Force	Generic-Sigma-Levenshtein	182.00	116237	1082736664	0	1677025	479821	18479	17238	462583	1241	0.00	0.88	0.57	0.00	0.05	0.02	0.33	0.33	0.33	0.04	0.93	0.07	NA	NA	NA	NA	NA
Cora	Cora	Brute Force	Generic-Sigma-Levenshtein	183.00	107183	1085687352	0	1677025	487350	18479	17250	470100	1229	0.00	0.88	0.58	0.00	0.05	0.02	0.33	0.33	0.33	0.04	0.93	0.07	NA	NA	NA	NA	NA
Cora	Cora	Brute Force	Generic-Sigma-Levenshtein	184.00	110132	1089729432	0	1677025	494650	18479	17275	477375	1204	0.00	0.88	0.59	0.00	0.05	0.02	0.33	0.33	0.33	0.03	0.93	0.07	NA	NA	NA	NA	NA
Cora	Cora	Brute Force	Generic-Sigma-Levenshtein	185.00	113745	1093372896	0	1677025	501990	18479	17288	484702	1191	0.00	0.88	0.60	0.00	0.05	0.02	0.33	0.33	0.33	0.03	0.94	0.07	NA	NA	NA	NA	NA
Cora	Cora	Brute Force	Generic-Sigma-Levenshtein	186.00	107034	1130873216	0	1677025	509241	18479	17308	491933	1171	0.00	0.89	0.61	0.00	0.05	0.02	0.33	0.33	0.33	0.03	0.94	0.07	NA	NA	NA	NA	NA
Cora	Cora	Brute Force	Generic-Sigma-Levenshtein	187.00	104185	1131539056	0	1677025	516140	18479	17330	498810	1149	0.00	0.89	0.61	0.00	0.05	0.02	0.33	0.33	0.33	0.03	0.94	0.06	NA	NA	NA	NA	NA
Cora	Cora	Brute Force	Generic-Sigma-Levenshtein	188.00	111694	1137671336	0	1677025	523269	18479	17351	505918	1128	0.00	0.89	0.62	0.00	0.05	0.02	0.33	0.33	0.33	0.03	0.94	0.06	NA	NA	NA	NA	NA
Cora	Cora	Brute Force	Generic-Sigma-Levenshtein	189.00	110231	1143202888	0	1677025	530037	18479	17362	512675	1117	0.00	0.90	0.63	0.00	0.05	0.02	0.33	0.33	0.33	0.03	0.94	0.06	NA	NA	NA	NA	NA
Cora	Cora	Brute Force	Generic-Sigma-Levenshtein	190.00	101060	1140888448	0	1677025	536579	18479	17394	519185	1085	0.00	0.90	0.64	0.00	0.05	0.02	0.33	0.33	0.33	0.03	0.94	0.06	NA	NA	NA	NA	NA
Cora	Cora	Brute Force	Generic-Sigma-Levenshtein	191.00	108176	1147997592	0	1677025	543151	18479	17406	525745	1073	0.00	0.90	0.65	0.00	0.05	0.02	0.33	0.33	0.33	0.03	0.94	0.06	NA	NA	NA	NA	NA
Cora	Cora	Brute Force	Generic-Sigma-Levenshtein	192.00	114278	1182071848	0	1677025	549478	18479	17430	532048	1049	0.00	0.90	0.65	0.00	0.05	0.02	0.33	0.33	0.33	0.03	0.94	0.06	NA	NA	NA	NA	NA
Cora	Cora	Brute Force	Generic-Sigma-Levenshtein	193.00	111565	1149273952	0	1677025	555492	18479	17449	538043	1030	0.00	0.91	0.66	0.00	0.05	0.02	0.33	0.33	0.33	0.03	0.94	0.06	NA	NA	NA	NA	NA
Cora	Cora	Brute Force	Generic-Sigma-Levenshtein	194.00	112080	1154828088	0	1677025	561602	18479	17465	544137	1014	0.00	0.91	0.67	0.00	0.05	0.02	0.33	0.33	0.33	0.03	0.95	0.06	NA	NA	NA	NA	NA
Cora	Cora	Brute Force	Generic-Sigma-Levenshtein	195.00	114627	1158550312	0	1677025	567816	18479	17476	550340	1003	0.00	0.91	0.68	0.00	0.05	0.02	0.33	0.33	0.33	0.03	0.95	0.06	NA	NA	NA	NA	NA
Cora	Cora	Brute Force	Generic-Sigma-Levenshtein	196.00	112189	1197909152	0	1677025	573822	18479	17494	556328	985	0.00	0.92	0.68	0.00	0.05	0.02	0.33	0.33	0.33	0.03	0.95	0.06	NA	NA	NA	NA	NA
Cora	Cora	Brute Force	Generic-Sigma-Levenshtein	197.00	113203	1193526352	0	1677025	579901	18479	17514	562387	965	0.00	0.92	0.69	0.00	0.05	0.02	0.33	0.33	0.33	0.03	0.95	0.06	NA	NA	NA	NA	NA
Cora	Cora	Brute Force	Generic-Sigma-Levenshtein	198.00	113509	1202317256	0	1677025	585770	18479	17536	568234	943	0.00	0.92	0.70	0.00	0.05	0.02	0.33	0.33	0.33	0.03	0.95	0.06	NA	NA	NA	NA	NA
Cora	Cora	Brute Force	Generic-Sigma-Levenshtein	199.00	105457	1204286000	0	1677025	591422	18479	17552	573870	927	0.00	0.92	0.70	0.00	0.05	0.02	0.33	0.33	0.33	0.03	0.95	0.06	NA	NA	NA	NA	NA
Cora	Cora	Brute Force	Generic-Sigma-Levenshtein	200.00	112085	1203160960	0	1677025	597238	18479	17589	579649	890	0.00	0.93	0.71	0.00	0.05	0.02	0.33	0.33	0.33	0.03	0.95	0.06	NA	NA	NA	NA	NA
Cora	Cora	Brute Force	Generic-Sigma-Levenshtein	201.00	114646	1243634112	0	1677025	602828	18479	17613	585215	866	0.00	0.93	0.72	0.00	0.05	0.02	0.33	0.33	0.33	0.03	0.95	0.06	NA	NA	NA	NA	NA
Cora	Cora	Brute Force	Generic-Sigma-Levenshtein	202.00	107085	1247281824	0	1677025	608479	18479	17622	590857	857	0.00	0.93	0.72	0.00	0.05	0.02	0.33	0.33	0.33	0.03	0.95	0.06	NA	NA	NA	NA	NA
Cora	Cora	Brute Force	Generic-Sigma-Levenshtein	203.00	108831	1247611752	0	1677025	614032	18479	17641	596391	838	0.00	0.93	0.73	0.00	0.05	0.02	0.33	0.33	0.33	0.03	0.95	0.06	NA	NA	NA	NA	NA
Cora	Cora	Brute Force	Generic-Sigma-Levenshtein	204.00	114435	1217658936	0	1677025	619410	18479	17651	601759	828	0.00	0.93	0.74	0.00	0.05	0.02	0.33	0.33	0.33	0.03	0.96	0.06	NA	NA	NA	NA	NA
Cora	Cora	Brute Force	Generic-Sigma-Levenshtein	205.00	112268	1254756160	0	1677025	624593	18479	17673	606920	806	0.00	0.94	0.74	0.00	0.05	0.02	0.33	0.33	0.33	0.03	0.96	0.05	NA	NA	NA	NA	NA
Cora	Cora	Brute Force	Generic-Sigma-Levenshtein	206.00	107951	1254610936	0	1677025	629471	18479	17684	611787	795	0.00	0.94	0.75	0.00	0.05	0.02	0.33	0.33	0.33	0.03	0.96	0.05	NA	NA	NA	NA	NA
Cora	Cora	Brute Force	Generic-Sigma-Levenshtein	207.00	108810	1256405760	0	1677025	634533	18479	17696	616837	783	0.00	0.94	0.76	0.00	0.05	0.02	0.33	0.33	0.33	0.03	0.96	0.05	NA	NA	NA	NA	NA
Cora	Cora	Brute Force	Generic-Sigma-Levenshtein	208.00	112307	1259229136	0	1677025	639503	18479	17714	621789	765	0.00	0.94	0.76	0.00	0.05	0.02	0.33	0.33	0.33	0.03	0.96	0.05	NA	NA	NA	NA	NA
Cora	Cora	Brute Force	Generic-Sigma-Levenshtein	209.00	114421	1261758160	0	1677025	644461	18479	17734	626727	745	0.00	0.94	0.77	0.00	0.05	0.02	0.33	0.33	0.33	0.03	0.96	0.05	NA	NA	NA	NA	NA
Cora	Cora	Brute Force	Generic-Sigma-Levenshtein	210.00	114781	1300096744	0	1677025	649221	18479	17748	631473	731	0.00	0.95	0.77	0.00	0.05	0.02	0.33	0.33	0.33	0.03	0.96	0.05	NA	NA	NA	NA	NA
Cora	Cora	Brute Force	Generic-Sigma-Levenshtein	211.00	107998	1300088984	0	1677025	653994	18479	17764	636230	715	0.00	0.95	0.78	0.00	0.05	0.02	0.33	0.33	0.33	0.03	0.96	0.05	NA	NA	NA	NA	NA
Cora	Cora	Brute Force	Generic-Sigma-Levenshtein	212.00	111637	1301718544	0	1677025	658557	18479	17779	640778	700	0.00	0.95	0.78	0.00	0.05	0.02	0.33	0.33	0.33	0.03	0.96	0.05	NA	NA	NA	NA	NA
Cora	Cora	Brute Force	Generic-Sigma-Levenshtein	213.00	113021	1306804904	0	1677025	663067	18479	17797	645270	682	0.00	0.95	0.79	0.00	0.05	0.02	0.33	0.33	0.33	0.03	0.96	0.05	NA	NA	NA	NA	NA
Cora	Cora	Brute Force	Generic-Sigma-Levenshtein	214.00	112944	1308420360	0	1677025	667487	18479	17815	649672	664	0.00	0.95	0.80	0.00	0.05	0.02	0.33	0.33	0.33	0.03	0.96	0.05	NA	NA	NA	NA	NA
Cora	Cora	Brute Force	Generic-Sigma-Levenshtein	215.00	111431	1309891160	0	1677025	671776	18479	17826	653950	653	0.00	0.95	0.80	0.00	0.05	0.02	0.33	0.33	0.33	0.03	0.96	0.05	NA	NA	NA	NA	NA
Cora	Cora	Brute Force	Generic-Sigma-Levenshtein	216.00	108090	1307706760	0	1677025	675960	18479	17846	658114	633	0.00	0.96	0.81	0.00	0.05	0.02	0.33	0.33	0.33	0.03	0.97	0.05	NA	NA	NA	NA	NA
Cora	Cora	Brute Force	Generic-Sigma-Levenshtein	217.00	112407	1310739568	0	1677025	680055	18479	17870	662185	609	0.00	0.96	0.81	0.00	0.05	0.02	0.33	0.33	0.33	0.03	0.97	0.05	NA	NA	NA	NA	NA
Cora	Cora	Brute Force	Generic-Sigma-Levenshtein	218.00	113507	1348789568	0	1677025	684138	18479	17883	666255	596	0.00	0.96	0.82	0.00	0.05	0.02	0.33	0.33	0.33	0.03	0.97	0.05	NA	NA	NA	NA	NA
